ln(alpha),alpha,ln(Beta),Beta,-2 ln(Likelihood)
-0.51068932,0.600081788,3.065326309,21.44145738,-14.08609442
-1.342149471,0.261283443,0.76315448,2.14503202,-22.27924701
-1.084245569,0.338156806,2.020476362,7.541916757,-22.06934482
-0.670154486,0.511629532,2.621427951,13.75535153,-14.51840599
-1.378109893,0.252054513,0.83796527,2.311658587,-20.95197963
-0.962899432,0.381784322,1.135903375,3.113985368,-16.86847682
-1.327143339,0.265233863,0.667074369,1.948528299,-31.02544388
-0.770929846,0.462582738,3.1822835,24.10172705,-16.14737889
-0.753406691,0.470760084,1.869849736,6.487321514,-17.98669038
-0.80973242,0.444977117,0.893537332,2.443758767,-42.36122369
-0.721122152,0.486206352,1.804343893,6.075983645,-21.35089023
-1.073245782,0.341896991,1.428792465,4.173656311,-29.81419685
-1.30588325,0.270933128,1.793248987,6.008943765,-27.47187849
-1.513489529,0.22014045,0.152747586,1.165030872,-28.51209938
-1.124522379,0.324807565,1.015040804,2.759475994,-25.94696735
-1.267738746,0.281467372,0.95790922,2.606241696,-16.58319572
-1.200272052,0.301112282,0.994012008,2.702053414,-27.26786226
-1.053547766,0.348698452,0.904487521,2.470665434,-20.08798949
-0.91356489,0.401091824,1.820756696,6.176530439,-19.21944575
-0.634709904,0.530089243,2.552222113,12.83559426,-20.70115584
-1.274510611,0.279567752,1.25946141,3.523523242,-32.59064759
-1.07077302,0.342743468,1.456292537,4.290024898,-12.71804278
-1.159287741,0.313709544,1.541703955,4.672545299,-25.68450258
-1.129751728,0.323113467,2.722845446,15.22357855,-22.49112266
-0.938326393,0.39128214,1.618662566,5.046336659,-11.1771832
-0.804602529,0.447265666,2.205838683,9.077861823,-13.45344186
-0.807390464,0.446020455,1.481029271,4.397469542,-12.42359569
-0.995813749,0.369422705,1.617760157,5.041784856,-24.06047262
-0.80044155,0.449130607,2.206535187,9.084186797,-24.01349927
-1.125981041,0.324334126,1.162461623,3.197795362,-20.01541392
-1.274091007,0.279685085,0.778624896,2.178474577,-22.35905399
-0.68048923,0.506369201,2.306622984,10.04046055,-21.05351272
-0.90187044,0.405809907,1.421163829,4.141938143,-13.03435712
-1.397162607,0.24729765,0.454861361,1.575954879,-21.45812676
-1.201375443,0.300780221,1.605205117,4.978880751,-39.60983149
-1.201185056,0.300837491,1.443053237,4.233602297,-29.82237984
-0.55901991,0.571769174,2.538081944,12.65537396,-14.1089831
-0.461507517,0.630332692,3.012473604,20.33764504,-7.00108149
-0.890822555,0.410318105,1.277853127,3.58892648,-28.99917566
-1.238637041,0.289778906,0.570168247,1.768564582,-17.13351499
-1.629934343,0.195942439,0.271354898,1.311740521,-28.79665878
-1.470298827,0.229856787,0.875119469,2.399161902,-29.84604789
-1.563970535,0.209303373,0.025764334,1.026099104,-40.47162402
-0.939084277,0.390985706,1.927563997,6.8727478,-20.89543885
-1.278579575,0.278432512,1.085448516,2.960767472,-14.64595025
-1.289184313,0.27549541,1.372382973,3.944739712,-27.58738502
-0.8199131,0.44046993,2.172034647,8.7761222,-15.17871396
-1.407449776,0.244766698,0.153659961,1.166094302,-19.91378989
-1.10922343,0.329814986,1.507304751,4.514546557,-22.67914224
-0.680195784,0.506517814,2.317234728,10.14757466,-14.89276288
-1.335740419,0.2629634,0.344518171,1.411309745,-27.72505583
-1.232280655,0.291626719,1.377120945,3.963474124,-32.71756469
-1.470095706,0.229903481,0.905366726,2.472838612,-46.39129142
-0.871771224,0.418210149,2.046970375,7.744402894,-12.08193716
-1.273560527,0.279833491,1.393840758,4.030299769,-23.96220856
-1.533537833,0.215770954,-0.172747035,0.84135042,-49.07130509
-0.851745455,0.426669549,2.536779694,12.63890422,-19.5993581
-1.449003784,0.234804087,0.195526098,1.215950527,-26.74596043
-0.665786558,0.513869181,1.617963532,5.04281033,-11.3415543
-1.337199118,0.262580096,0.48391366,1.62241156,-31.92216181
-1.504485592,0.222131531,0.910761191,2.486214296,-31.9528281
-1.024626919,0.35893035,1.405858603,4.079027503,-22.31318473
-1.349284343,0.259425854,0.753046434,2.123459151,-30.65103924
-1.323722648,0.2661427,1.584532648,4.877011566,-31.46330972
-1.28884721,0.275588296,0.738959131,2.093755054,-26.65007836
-1.429770881,0.239363759,0.669034706,1.952351817,-29.29305754
-0.627434057,0.533960156,3.163819574,23.66079772,-14.09437886
-0.388639095,0.677978912,3.137038418,23.03554407,-21.22366435
-1.41814121,0.24216373,1.194779542,3.302829556,-27.24624306
-1.019328438,0.360837184,2.483779549,11.98648241,-12.9696591
-1.324573652,0.265916308,0.669996216,1.954229925,-16.50099662
-1.374634102,0.252932126,0.842182959,2.321429035,-26.93243582
-1.227002196,0.293170128,0.763194211,2.145117246,-31.25478733
-0.793588781,0.452218965,1.092653952,2.982178138,-27.22239746
-1.208147281,0.298750267,0.823587909,2.278660817,-32.55810061
-0.687051699,0.503057048,2.431274593,11.37336926,-11.06639764
-1.166254855,0.31153149,1.524398265,4.59237934,-33.0430149
-0.853592494,0.425882201,1.970091748,7.171334414,-16.99472718
-1.29384798,0.274213582,0.72905845,2.073127735,-38.03203592
-0.649671581,0.522217255,2.649742733,14.15039775,-20.62226078
-1.166550452,0.311439416,1.073879732,2.92671236,-26.69415159
-1.360604628,0.25650564,1.188470167,3.282056367,-28.03103621
-0.849860424,0.427474593,2.111676859,8.262084024,-24.96023318
-1.575741654,0.206854082,-0.166556768,0.846574758,-27.53980655
-1.147343263,0.317479108,1.739529634,5.694664219,-24.15524006
-0.934363729,0.392835736,1.770762292,5.875330373,-12.61587789
-1.11808803,0.326904229,1.626274016,5.084893147,-17.02877578
-0.63861578,0.528022818,1.973131974,7.193170067,-8.756604683
-0.863755661,0.42157581,2.207867328,9.096296275,-23.99835897
-1.353958596,0.258216062,1.0393727,2.827442804,-19.0715044
-1.352153304,0.258682638,0.307236708,1.359662773,-30.292917
-0.735045736,0.479483529,2.795612784,16.37265859,-20.91757592
-1.478834202,0.227903223,0.262274839,1.299883753,-24.27101246
-0.929890743,0.39459682,1.793649654,6.011351835,-11.69798374
-0.938970917,0.391030031,1.620927141,5.057777415,-19.06644549
-1.456224684,0.233114697,-0.133870541,0.874703295,-23.35977881
-1.219180846,0.295472105,0.644607103,1.905238319,-22.72462767
-1.127972298,0.323688936,1.026756386,2.791994978,-26.50038974
-1.33666002,0.26272169,1.104172236,3.016726296,-24.8883351
-0.988481706,0.372141282,2.081949846,8.020091621,-28.75406988
-1.408309352,0.244556393,0.885186799,2.423437046,-25.54411085
-0.777866951,0.459384858,2.397026346,10.99044595,-17.48929549
-0.918617614,0.399070329,1.388777601,4.009945303,-31.05636981
-1.150903878,0.316350698,0.975927401,2.653627045,-21.32777145
-0.814795983,0.442729643,2.046598001,7.741519615,-22.57834943
-1.283839334,0.276971869,1.09779203,2.997540234,-29.93118064
-1.326723257,0.265345307,0.650013772,1.915567211,-27.74263981
-1.187469537,0.30499206,2.091167574,8.094360417,-29.38594984
-0.658428849,0.517664024,2.635657294,13.95248034,-30.72080489
-1.441121391,0.236662219,0.623278414,1.865032378,-27.00858285
-0.94089904,0.390276803,2.201033184,9.034342819,-24.01881868
-1.165068429,0.311901318,1.362383213,3.905489833,-16.99957309
-1.026152649,0.358383137,2.019642382,7.535629571,-15.58985736
-1.242252256,0.288733184,1.346511365,3.843991826,-21.5507891
-1.044283978,0.351943729,1.953244794,7.051531262,-15.18651484
-1.196746582,0.302175718,1.149761102,3.157438515,-20.06732175
-1.481380124,0.227323737,0.386090327,1.471217556,-26.38554884
-1.2080415,0.298781871,1.562068773,4.768676358,-33.17476757
-0.900997175,0.406164441,1.98373421,7.269839472,-25.88764116
-1.381782787,0.251130442,0.347324624,1.415276084,-35.69696063
-0.913218199,0.401230903,1.842549645,6.312612682,-17.86717379
-0.704012074,0.494596958,2.107641197,8.228808236,-22.10207312
-1.325503542,0.26566915,1.106663463,3.024251016,-29.83723375
-1.061910158,0.345794657,1.938521962,6.94847327,-20.46654532
-1.196935675,0.302118585,1.601872569,4.962316011,-23.29137952
-0.686619603,0.503274465,2.006269448,7.435526919,-33.7575574
-1.786440885,0.167555459,-0.431035247,0.649836006,-36.42399649
-1.2855671,0.276493739,0.466780593,1.594851443,-19.00086355
-0.968850708,0.379518966,2.146648257,8.556132326,-20.20749553
-0.865747828,0.420736796,1.495828207,4.463031337,-19.83848871
-0.960699212,0.382625256,1.703184512,5.491407027,-34.50200112
-1.096688892,0.333975083,0.790244067,2.203934268,-23.49142625
-0.886243834,0.412201145,2.155047443,8.628299522,-12.49674793
-1.383930753,0.250591601,0.522490016,1.686221145,-28.59214866
-1.323373902,0.266235532,0.521061247,1.683813644,-25.39948471
-0.68048923,0.506369201,2.306622984,10.04046055,-21.05351272
-0.945619839,0.388438727,1.886632882,6.597117967,-17.79683264
-1.232906962,0.291444128,1.04254024,2.836413042,-16.0325128
-1.836631819,0.159353254,-1.075092353,0.341266237,-30.69603743
-1.498322918,0.223504682,0.356125709,1.427787022,-24.94796156
-0.988218655,0.372239187,1.947001656,7.007644722,-21.22429562
-0.592765814,0.552796237,2.918198099,18.50790797,-12.81098791
-0.948722589,0.387235366,2.64971301,14.14997716,-21.01654029
-1.48157001,0.227280575,0.995935675,2.707256268,-27.30234835
-0.924955102,0.396549223,1.926339966,6.864340492,-14.61955954
-1.554015078,0.21139749,-0.088897325,0.91493951,-52.80824705
-0.688481524,0.502338279,2.150034883,8.58515787,-17.41193999
-1.118525082,0.326761386,0.881597604,2.414754447,-14.34226375
-1.063657962,0.345190803,1.319347377,3.740979133,-21.01999402
-1.688993312,0.184705371,-0.022281723,0.977964681,-33.6734022
-1.142041348,0.319166826,0.965848589,2.627015968,-20.54725072
-0.9696446,0.379217788,1.701783297,5.483717776,-17.0415895
-0.999983302,0.367885584,1.177700766,3.246900231,-22.33068691
-0.455518377,0.63411917,3.167136172,23.73940135,-7.960220605
-1.548606372,0.212543975,0.339138311,1.403737484,-33.76055314
-1.033593683,0.355726293,1.543560447,4.681227897,-34.81258081
-0.868156126,0.419724756,2.796315447,16.38416709,-29.89939133
-1.249580379,0.286625046,1.004691403,2.731064346,-25.68958546
-1.353769592,0.25826487,0.445744749,1.561652803,-21.15148153
-1.345602079,0.26038289,0.917038636,2.501870459,-23.35756101
-0.966624594,0.380364759,1.26353665,3.537911744,-30.11138065
-1.279558755,0.27816001,0.769502696,2.15869246,-14.49205772
-1.116636032,0.327379238,1.055931689,2.87465219,-20.73797789
-1.19047141,0.304077885,1.000416931,2.719415402,-23.96484108
-1.395364084,0.247742821,0.751762984,2.120735546,-26.88584753
-0.559400608,0.571551545,1.708425016,5.520260308,-14.88901816
-0.896546777,0.407976062,1.39869629,4.049916608,-21.84521413
-1.357878737,0.2572058,1.501063036,4.486455799,-29.92691984
-0.751587958,0.47161705,2.911347345,18.38154817,-22.35872439
-0.76117298,0.467118185,2.889362445,17.98184154,-21.58428275
-1.10409902,0.331509431,1.681446215,5.373321335,-30.19222889
-0.800678814,0.449024057,2.224768641,9.251342178,-19.21259496
-1.046010972,0.351336449,0.475116028,1.608200783,-15.77234446
-0.815165807,0.442565941,2.032566129,7.633650175,-18.00393505
-0.844915156,0.429593805,1.964151659,7.128862319,-10.5867984
-1.240463454,0.289250133,1.337995074,3.811394278,-35.57337158
-1.504703143,0.222083211,0.489649756,1.631744612,-34.96292129
-1.294603356,0.274006526,0.007693717,1.007723389,-35.4386786
-0.668984319,0.512228575,1.772520951,5.885672163,-9.858557051
-0.801324312,0.448734306,1.922905192,6.840803473,-15.93285099
-1.303175244,0.271667811,1.038630947,2.825346317,-32.75055467
-1.010815189,0.363922193,1.157348446,3.181486199,-28.78008695
-0.91361969,0.401069845,1.559271194,4.75535425,-21.30320724
-0.967172285,0.380156494,1.859025472,6.41747971,-11.90055641
-1.082188348,0.338853185,1.56492822,4.782331647,-20.878244
-1.246025921,0.287645655,1.775288704,5.901984819,-31.31908979
-0.930628311,0.394305886,1.771861463,5.881791918,-27.26583862
-0.773805256,0.461254533,1.968155931,7.157465448,-17.91508913
-1.06415084,0.345020708,1.462437682,4.316468893,-22.08519455
-1.085209597,0.33783097,1.256968718,3.51475112,-21.131855
-1.170167267,0.310315031,1.661386457,5.266607707,-30.55994202
-1.112696009,0.328671664,1.331485502,3.786664308,-23.35368584
-1.227824993,0.292929008,1.079752189,2.943949917,-29.54242911
-0.717205899,0.488114192,2.111469644,8.260372171,-15.06508686
-0.896543423,0.407977431,1.139143329,3.124090899,-14.69624747
-1.3887854,0.249378015,-0.236098607,0.7897028,-28.91333678
-1.330010106,0.264474588,0.815079403,2.259355064,-24.63120004
-1.293870742,0.27420734,1.342009738,3.8267265,-19.37035647
-0.959893404,0.382933703,1.729610866,5.638459366,-34.00402116
-1.232739749,0.291492865,1.189927537,3.286843025,-20.68785897
-0.927251374,0.395639683,2.090158656,8.086197989,-25.6298023
-1.339941694,0.261860936,1.390522148,4.016946945,-23.09442412
-1.066779555,0.344114938,1.611152515,5.008580365,-14.01273619
-1.584336916,0.205083736,0.416803251,1.517103995,-27.10295384
-0.857901394,0.424051065,1.933856112,6.916128256,-19.94297197
-0.677669165,0.50779921,3.054223863,21.20472136,-27.00910811
-1.195486698,0.302556665,1.472104652,4.358398406,-30.89984144
-0.795663447,0.451281734,1.782483675,5.94460256,-20.2332675
-0.649285162,0.522419088,1.251413282,3.495279283,-24.98277988
-1.234848043,0.29087896,0.417399618,1.518009016,-23.41423911
-0.780966295,0.45796327,2.556768955,12.89408855,-18.90508968
-0.930051886,0.394533239,2.840755729,17.12870531,-21.65720437
-0.837917103,0.432610669,2.407732545,11.10874398,-15.37704147
-0.640737021,0.526903941,1.832878413,6.25185621,-19.83821118
-1.051274141,0.349492163,1.799760594,6.048199316,-17.40464327
-0.906419907,0.403967881,1.104344278,3.017245346,-24.69344321
-0.932237222,0.393671993,2.677875444,14.55413935,-23.60516874
-1.131096541,0.322679231,1.156775896,3.179665162,-31.64977598
-0.833908268,0.434348415,2.299489372,9.969090656,-22.29679738
-1.14997027,0.316646183,0.967378447,2.631038004,-14.42997524
-1.238340211,0.289864933,0.444524171,1.559747845,-35.57306833
-0.653223207,0.520365824,2.200607384,9.030496811,-21.40343234
-0.675666504,0.508817179,2.761492463,15.82344123,-9.206343932
-0.419868479,0.657133241,1.827824737,6.220341051,-14.52533646
-0.680195784,0.506517814,2.317234728,10.14757466,-14.89276288
-1.146509854,0.317743809,0.53645547,1.709935191,-32.98977614
-1.219333856,0.295426898,0.630848155,1.879203759,-16.98634218
-0.773991268,0.461168742,2.124700189,8.370387578,-26.35652867
-0.659298638,0.517213962,2.942303625,18.95947156,-24.10608155
-1.146532352,0.31773666,1.575034629,4.830908906,-31.38623686
-1.073083454,0.341952496,1.580922975,4.859438884,-28.0030881
-0.677669165,0.50779921,3.054223863,21.20472136,-27.00910811
-1.121681705,0.325731549,1.643504739,5.173268735,-18.49994562
-1.258658338,0.28403485,0.087992188,1.091979591,-30.77939989
-1.279158397,0.278271396,1.06818103,2.910081332,-21.65728676
-1.337283895,0.262557836,1.395021965,4.0350632,-29.89297449
-1.127559473,0.323822591,1.787167159,5.972509313,-30.65548972
-1.260521124,0.283506246,0.678759084,1.971429835,-22.89814312
-1.322725875,0.266408116,0.8264989,2.285303642,-29.33417186
-1.248244055,0.287008325,1.148235721,3.152625887,-16.85615246
-0.655717668,0.519069409,2.50822554,12.28311482,-13.15193042
-0.802882673,0.448035561,2.650233538,14.15734453,-22.5267521
-1.091830055,0.335601762,2.15237778,8.60529559,-22.91930039
-1.324788737,0.265859119,0.498421829,1.646121358,-38.46010169
-0.935881279,0.39224004,1.909501114,6.749720619,-11.99446588
-0.903518732,0.405141564,3.22917469,25.25880202,-22.22194711
-0.648095416,0.523041004,2.67502589,14.51272557,-17.12916768
-1.043300562,0.352290006,1.96875553,7.161758347,-26.42546069
-1.572635161,0.207497672,0.290179298,1.336667128,-34.94344083
-1.331762397,0.264011558,1.085522282,2.960985885,-20.14329912
-1.209900589,0.298226925,1.121739747,3.070190914,-35.70061215
-1.064313121,0.344964722,1.028170387,2.795945654,-13.18071802
-1.238837042,0.289720955,0.599965017,1.822055058,-20.70145524
-1.269891446,0.280862109,1.560201994,4.759782598,-20.78546944
-1.173776635,0.309197009,1.200249394,3.320945045,-23.89181887
-0.80689778,0.446240257,2.050846888,7.774482436,-13.91821537
-1.40492733,0.245384888,0.30921655,1.362357357,-36.32204809
-1.246380549,0.287543666,1.785316694,5.961467608,-24.20424387
-1.238692749,0.289762763,1.331569246,3.786981434,-22.46972798
-0.924564203,0.396704264,1.361963929,3.903852666,-18.26167526
-0.763610344,0.465981035,2.293996662,9.914483443,-15.93616058
-0.586843998,0.556079507,2.215502769,9.166016346,-8.224760143
-0.715426159,0.488983682,2.50350013,12.22520898,-24.11764838
-1.272429667,0.280150123,0.662227185,1.939106276,-36.09324512
-0.511687786,0.599482925,3.062928484,21.39010612,-13.10024571
-0.987269922,0.37259251,1.805675204,6.084078057,-26.76431229
-1.227974564,0.292885198,1.402850894,4.066777408,-38.44314175
-1.261589817,0.283203427,-0.068115987,0.934152118,-21.9334554
-1.286587912,0.276211635,1.05785338,2.880181693,-24.92755255
-1.492131203,0.224892852,0.514475107,1.672760251,-24.51743639
-1.126863258,0.324048119,1.622555436,5.06601968,-21.21272
-0.909353848,0.4027844,1.248241299,3.484209882,-30.57081096
-1.257370675,0.284400826,0.540867123,1.717495496,-23.84718182
-0.954967461,0.384824666,1.439367874,4.218028648,-15.95010459
-1.203443234,0.300158913,0.829603074,2.292408643,-20.74036342
-0.881430853,0.414189843,1.896711901,6.663946663,-22.28007168
-1.294932621,0.27391632,1.342694448,3.829347596,-18.90081907
-0.92933251,0.394817159,2.372080387,10.71967016,-16.55916361
-1.037562047,0.354317439,1.974642971,7.204047138,-23.90158928
-0.80763153,0.445912948,2.48649552,12.0190816,-17.82365776
-1.21902544,0.295518027,1.384949834,3.994625505,-26.44932061
-1.236534036,0.290388953,1.039521428,2.827863354,-18.20896615
-1.411797323,0.243704873,0.568757356,1.76607109,-20.28637099
-0.780331861,0.458253909,1.534764109,4.640230811,-14.95063331
-0.917251107,0.399616034,2.100071026,8.166749945,-17.70625247
-1.127559473,0.323822591,1.787167159,5.972509313,-30.65548972
-1.03759934,0.354304226,1.661876318,5.269188245,-29.73196889
-0.538259459,0.583763433,2.177644253,8.825491127,-17.60198814
-0.73914596,0.477521564,1.624086437,5.073781701,-17.23884288
-1.296274525,0.273548997,1.063377999,2.896137634,-22.74614113
-0.976123527,0.376768806,1.829171975,6.228726982,-16.41652867
-0.900230632,0.406475903,1.428712701,4.173323418,-20.93378906
-1.368520177,0.254483271,0.990950644,2.693794094,-34.48301687
-0.850624238,0.427148207,2.0966413,8.138788203,-23.68150405
-1.318672089,0.267490269,0.082405134,1.085895654,-25.11733179
-1.070675726,0.342776816,1.468256889,4.341660545,-18.71477567
-0.918428193,0.399145929,2.254201008,9.527677731,-23.03154897
-1.076848605,0.340667413,1.419113551,4.133454719,-18.49915905
-0.595340807,0.551374622,1.915198536,6.788286382,-22.28015325
-1.018704774,0.361062295,1.75198157,5.766017129,-20.0596757
-0.910870428,0.402174008,1.558379237,4.751114569,-24.20255883
-0.826808007,0.437443376,2.010058454,7.463753621,-29.17682054
-1.193186936,0.303253274,1.142667632,3.135120567,-33.05851118
-1.19047141,0.304077885,1.000416931,2.719415402,-23.96484108
-1.406284799,0.245052011,0.884936779,2.422831213,-27.20190665
-0.708819348,0.492225001,2.106409782,8.218681392,-10.87136458
-0.772712912,0.461758657,1.697758353,5.461690479,-35.31289659
-0.796729619,0.450800847,2.35532812,10.5415872,-17.83257255
-0.61849337,0.538755532,1.855039753,6.391952348,-15.88312126
-0.819223524,0.440773772,1.595757918,4.932065759,-34.09660921
-1.021001017,0.360234159,1.128263987,3.090287063,-19.31767511
-1.086750125,0.337310933,2.026556969,7.5879159,-25.55853899
-1.102041129,0.332192344,0.617195976,1.853722864,-21.50168217
-1.125981041,0.324334126,1.162461623,3.197795362,-20.01541392
-1.344215745,0.260744118,0.921360752,2.512707237,-34.84967004
-0.749597084,0.472556915,2.775248372,16.04261103,-11.96874769
-0.979547351,0.375481021,1.529802616,4.617265358,-24.92602556
-0.901459774,0.405976593,1.849625093,6.357435632,-24.89516171
-0.782463808,0.457277977,1.518283475,4.564383587,-24.00307325
-0.748763003,0.47295123,2.770380761,15.96471159,-24.19156991
-1.282830187,0.277251516,0.596966171,1.816599181,-19.85268502
-1.455440135,0.233297659,0.625160317,1.868545494,-31.40588883
-1.109450426,0.329740128,1.960550587,7.103236939,-24.26766171
-1.313758708,0.268807785,0.553539882,1.739399401,-20.82104024
-1.127613235,0.323805182,1.329103849,3.777656518,-25.7437806
-1.147343263,0.317479108,1.739529634,5.694664219,-24.15524006
-1.142041348,0.319166826,0.965848589,2.627015968,-20.54725072
-0.931501399,0.393961772,1.061991303,2.892124355,-32.61945295
-0.995436473,0.369562105,1.773882553,5.89369157,-26.93290149
-0.838435075,0.432386647,2.567975695,13.03940198,-26.52860036
-1.362478881,0.256025333,-0.038345535,0.962380348,-20.32521386
-1.326636612,0.265368299,0.374739589,1.454612568,-22.75488754
-0.937377143,0.391653741,2.048918163,7.759502049,-18.34385039
-0.785724341,0.455789435,2.380016888,10.80508534,-21.58414486
-0.998716394,0.368351956,1.490552528,4.439547815,-19.59201098
-1.088224442,0.336813996,0.990666921,2.693029913,-17.63293218
-1.181545127,0.306804321,0.580203436,1.786401813,-25.71029357
-1.588743361,0.204182034,0.10039666,1.105609382,-38.57052769
-1.222656355,0.294446972,0.625707384,1.869567992,-28.85868557
-1.020470846,0.360425195,1.295875543,3.65419398,-23.25285509
-1.159280545,0.313711801,1.39554413,4.037170722,-24.03809451
-1.049470481,0.350123097,1.070255568,2.916124673,-27.68757374
-1.323877746,0.266101425,0.672445535,1.959022325,-27.28358457
-1.343157552,0.261020181,0.455242574,1.576555767,-18.83078889
0.015727163,1.015851486,2.824064766,16.84518344,-7.959439291
-0.64725163,0.523482525,2.810271397,16.61442671,-22.11626233
-1.089785248,0.336288705,2.468297446,11.80233562,-19.06260507
-0.31528373,0.729581841,2.980812467,19.70381884,-12.73941782
-0.684219058,0.504484049,2.591701871,13.35247647,-10.71641
-0.921065038,0.398094829,1.936133261,6.931895252,-19.29754035
-1.342323983,0.26123785,1.532929536,4.631725772,-25.85400814
-0.768902075,0.463521701,1.829500702,6.230774867,-15.36888109
-1.291273582,0.274920426,0.437286067,1.548498989,-18.65819539
-0.763710885,0.465934187,1.429578134,4.176936712,-11.03363117
-0.699776121,0.496696491,1.84206828,6.309574745,-33.42631076
-0.954659344,0.384943256,2.024135054,7.569560854,-13.37835742
-1.857627905,0.156042339,-0.346732892,0.706994147,-41.30386695
-1.128630305,0.323476017,2.071544371,7.93707144,-22.14072749
0.653928207,1.923080268,3.67812016,39.5719352,-11.21167559
-1.084391359,0.338107509,1.727509884,5.626625501,-21.68131886
-1.361358108,0.25631244,0.85792807,2.35826946,-21.75698417
-1.039209024,0.353734367,1.544797891,4.687024243,-22.2396411
-1.57133966,0.207766659,0.591005677,1.805803558,-31.66004339
-1.356311641,0.257609182,0.147912742,1.159411723,-35.63725135
-0.997422621,0.368828829,1.620532751,5.055783072,-12.87693758
-1.437106794,0.237614232,1.295910526,3.654321814,-30.07265453
-0.68259704,0.505302995,2.461796228,11.72585494,-12.26545923
-1.498750966,0.223409031,1.289571313,3.63122956,-36.55456876
-1.403116351,0.245829677,0.017657729,1.017814548,-29.22249746
-0.725990013,0.483845319,1.933876446,6.916268885,-25.61837956
-1.254801304,0.285132497,1.299264143,3.666597583,-23.20377732
-0.318401189,0.727310941,4.039723743,56.81064629,-15.5081898
-0.68048923,0.506369201,2.306622984,10.04046055,-21.05351272
-1.24474833,0.288013383,1.624556647,5.076168004,-27.31077495
-1.193004242,0.303308681,1.575304208,4.832211394,-28.71571995
-1.154996356,0.315058685,1.232507603,3.429819386,-22.2310974
-1.080836093,0.339311711,2.032641502,7.634225574,-30.06975462
-0.892016689,0.409828422,2.613386222,13.64517831,-11.41695054
-1.127838005,0.323732408,0.73898246,2.0938039,-31.64761743
-1.167907123,0.311017181,1.633736477,5.122980903,-35.77114479
-1.21719443,0.296059619,0.50653854,1.659536821,-23.29568598
-0.353195456,0.702439884,2.496083044,12.134869,-24.46835489
-1.457725371,0.232765127,0.763205869,2.145142255,-32.70682498
-1.008277195,0.364846999,1.754297791,5.779387976,-19.41017403
-0.933331466,0.393241455,2.686150284,14.67507217,-24.82670476
-0.947704896,0.387629654,2.322580335,10.20196486,-27.1916063
-1.853014524,0.156763885,-1.235500241,0.290689311,-41.50304744
-1.160492439,0.313331846,0.683544753,1.980887057,-37.38127702
-0.954659344,0.384943256,2.024135054,7.569560854,-13.37835742
-1.641771632,0.193636685,-0.035206014,0.965406509,-31.43348444
-1.087167445,0.337170196,1.57545307,4.832930778,-31.25443804
-0.980349544,0.375179934,2.110065241,8.24877943,-18.66343492
-1.337134719,0.262597006,0.930572957,2.535961758,-18.24846934
-1.094488155,0.334710883,1.859650399,6.421491419,-21.81125503
-0.870914925,0.418568415,1.182458002,3.262383299,-40.89566934
-0.883358107,0.413392362,1.879089313,6.547539385,-13.61967398
-1.36623833,0.255064626,0.389657855,1.476475539,-31.43061366
-1.437106794,0.237614232,1.295910526,3.654321814,-30.07265453
-1.079071527,0.339910977,1.279792516,3.595893559,-20.54875563
-1.138841376,0.320189787,0.869228341,2.385069683,-37.71713625
-1.093315275,0.335103689,1.851152757,6.367155075,-23.22785146
-0.346295274,0.707303608,3.669462935,39.23083068,-8.502604796
-1.08312565,0.338535726,1.146257428,3.146395234,-16.4149021
-1.158034993,0.314102789,1.537527414,4.653070918,-16.30674392
-1.258984743,0.283942154,0.969061787,2.635470666,-29.84851572
-1.075180691,0.341236092,1.896126414,6.660046151,-21.54142224
-1.738614235,0.175763799,-0.712539533,0.490397235,-34.61095343
-0.726027603,0.483827131,1.503254627,4.49629906,-17.22590656
-0.278100104,0.757221017,3.184462709,24.15430703,-16.16099522
-1.233118616,0.291382449,0.609780518,1.840027502,-31.01836147
-1.234563927,0.290961615,1.360141686,3.896745377,-21.19105758
-1.345134988,0.26050454,0.900533481,2.460915613,-30.87783214
-1.45957979,0.232333883,0.75715423,2.132199828,-28.60338009
-0.786120971,0.455608691,1.803541113,6.071107925,-19.32814955
-0.55770922,0.572519078,2.700752534,14.89093345,-12.11760472
-0.86076247,0.422839557,1.953845044,7.055765217,-17.79845975
-1.12796505,0.323691282,0.702498241,2.018789835,-24.96188251
-0.873300239,0.417571188,1.183640006,3.26624173,-18.11194965
-1.500889486,0.222931777,-0.370527823,0.690369841,-38.33998087
-1.34903603,0.259490281,0.737710599,2.091142567,-25.17905198
-0.998639983,0.368380104,2.382344457,10.83026421,-16.20887722
-0.636172756,0.529314367,2.833349356,17.00231237,-19.26258533
-1.011902493,0.363526714,2.182276163,8.866464831,-19.99951554
-1.141993873,0.319181979,1.280607843,3.598826581,-24.28875044
-0.760432615,0.467464151,1.717012447,5.567869285,-17.1994587
-1.109450426,0.329740128,1.960550587,7.103236939,-24.26766171
-1.733493991,0.176666061,-0.173190399,0.840977479,-24.19973392
-0.757402642,0.468882703,1.586140991,4.884861783,-15.11953933
-1.09386885,0.334918235,1.118890255,3.061454883,-22.18302726
-1.535920191,0.215257522,0.107937502,1.113978122,-29.4672843
-0.774913919,0.460743441,1.982783943,7.262934459,-32.36958739
-1.008972219,0.364593509,1.620524686,5.055742299,-25.60430574
-0.889880956,0.410704642,1.72212028,5.596381792,-12.19212498
-0.628077954,0.533616452,1.850536346,6.3632315,-22.83651267
-1.300118514,0.272499496,0.427607784,1.533584466,-19.99871265
-1.471623379,0.229552532,-0.283963863,0.752793848,-40.78290427
